iter	MultiClass
229	0.1358437341
230	0.1357865014
231	0.1355931518
232	0.1354799277
233	0.135468473
234	0.1353760561
235	0.1351250709
236	0.135075208
237	0.1349555172
238	0.1348065138
239	0.1346964944
240	0.1346174429
241	0.1344115153
242	0.1344114739
243	0.134411437
244	0.13424642
245	0.1340383661
246	0.1340383049
247	0.1339729664
248	0.1338392383
249	0.1337477841
250	0.133603858
251	0.1335875083
252	0.1335384388
253	0.1334934318
254	0.1332981968
255	0.1331103332
256	0.1330790928
257	0.1329295103
258	0.1329294627
259	0.1326675272
260	0.1325620734
261	0.1325620339
262	0.1323898781
263	0.1323083788
264	0.132308351
265	0.13228873
266	0.1321514274
267	0.1318487207
268	0.1317088812
269	0.1316288131
270	0.13159192
271	0.1314101727
272	0.1314101449
273	0.1312371893
274	0.131124509
275	0.1310999256
276	0.1310914593
277	0.1310734782
278	0.131060327
279	0.1309978391
280	0.1309752634
281	0.1309646816
282	0.1308345868
283	0.1307821992
284	0.1307821836
285	0.1307216126
286	0.1306230224
287	0.130623001
288	0.1305811893
289	0.1305028706
290	0.1305028565
291	0.1304671861
292	0.1303097027
293	0.1302525684
294	0.1301498322
295	0.1301498205
296	0.1301498099
297	0.1299694743
298	0.1299454663
299	0.1299096874
300	0.1298565344
301	0.1298144268
302	0.1297444116
303	0.1296039003
304	0.1295446779
305	0.1294952326
306	0.1293806489
307	0.1293258819
308	0.1292077055
309	0.129059927
310	0.1288208841
311	0.1288208599
312	0.1286741816
313	0.1286268811
314	0.1286079373
315	0.1286079106
316	0.1286078867
317	0.1285085031
318	0.1284890971
319	0.1284763233
320	0.1284763057
321	0.12847629
322	0.1283303626
323	0.1281554473
324	0.127994032
325	0.1278770157
326	0.1278769864
327	0.1278706451
328	0.1277667164
329	0.1275947956
330	0.1274204447
331	0.1274204268
332	0.127352285
333	0.1272751207
334	0.1272751023
335	0.1272750858
336	0.1270994765
337	0.1270994608
338	0.1269625564
339	0.1269250755
340	0.1268033317
341	0.1266735834
342	0.1266203773
343	0.1265152174
344	0.1263991675
345	0.126386801
346	0.1262873942
347	0.1261657261
348	0.126029689
349	0.1259570838
350	0.1259003358
351	0.1258546526
352	0.1257796985
353	0.125663728
354	0.125467258
355	0.1254295881
356	0.1254295757
357	0.1252288544
358	0.1251586118
359	0.1250935996
360	0.1249458012
361	0.1247793704
362	0.1246201883
363	0.1246029726
364	0.1245636053
365	0.1244876716
366	0.1243374072
367	0.124291647
368	0.1241582199
369	0.1240957833
370	0.1239659109
371	0.1238252691
372	0.1238170937
373	0.1237813875
374	0.1237690117
375	0.1236296673
376	0.1236296379
377	0.1234438784
378	0.123443859
379	0.1232710264
380	0.1231220574
381	0.1230616877
382	0.1229607711
383	0.122829791
384	0.1227840428
385	0.1227444033
386	0.1226990224
387	0.1226530228
388	0.122511323
389	0.1225041898
390	0.1224201611
391	0.1223496043
392	0.1223426444
393	0.1222301099
394	0.1221377494
395	0.121998678
396	0.1219425004
397	0.1219424859
398	0.1218513601
399	0.1217879948
400	0.121770659
401	0.1217706444
402	0.1217306361
403	0.1217306252
404	0.1215832579
405	0.12150309
406	0.1213952479
407	0.1212062595
408	0.1210913474
409	0.1210569739
410	0.1209739446
411	0.1208557781
412	0.1207487653
413	0.1207341828
414	0.1206009198
415	0.1205538392
416	0.1204175839
417	0.1202993977
418	0.1202923667
419	0.1201837304
420	0.1201836983
421	0.1201066209
422	0.1200656221
423	0.1200655878
424	0.1200655569
425	0.1199473283
426	0.1197869876
427	0.119768027
428	0.1197090758
429	0.1195300698
430	0.1194463348
431	0.1193020318
432	0.1192849866
433	0.119238682
434	0.1191253999
435	0.1191113219
436	0.1191112816
437	0.1190312392
438	0.1190312049
439	0.1190125005
440	0.1188505002
441	0.1187085245
442	0.1185743354
443	0.1185742967
444	0.1184531484
445	0.1184069557
446	0.1182795717
447	0.1182312113
448	0.1181406614
449	0.1181156144
450	0.1181089611
451	0.1179752213
452	0.1179714117
453	0.117849972
454	0.1177768778
455	0.1177188255
456	0.1176075624
457	0.1176075307
458	0.1175179586
459	0.1174458321
460	0.1173667099
461	0.117274158
462	0.1171232806
463	0.1170133127
464	0.1170038034
465	0.1170037832
466	0.1169271668
467	0.1169271461
468	0.1169271275
469	0.1169271109
470	0.1169270959
471	0.1168361353
472	0.1167485659
473	0.1167202051
474	0.1166992443
475	0.1166992324
476	0.1166044064
477	0.116509332
478	0.1164273663
479	0.1162989385
480	0.1162264843
481	0.1161688122
482	0.116073589
483	0.116048686
484	0.1159248026
485	0.1159093235
486	0.1157245452
487	0.1156981546
488	0.1155574881
489	0.1155453107
490	0.1155365138
491	0.1154645463
492	0.1153624248
493	0.115238741
494	0.11510039
495	0.1150344767
496	0.1148857547
497	0.1147669613
498	0.1147566315
499	0.1146301576
500	0.1145229253
501	0.1145039948
502	0.1144630491
503	0.1144605722
504	0.1144447042
505	0.1143102704
506	0.1141959118
507	0.114190369
508	0.1141563313
509	0.1141483908
510	0.1141458605
511	0.11413815
512	0.1140779779
513	0.1140779632
514	0.1139808293
515	0.1138792755
516	0.1138792581
517	0.1138268107
518	0.1136827155
519	0.1136786512
520	0.1135618112
521	0.1134387664
522	0.1134035917
523	0.1133323291
524	0.1133323128
525	0.1133157261
526	0.1133101122
527	0.1132209308
528	0.1132153281
529	0.1131887518
530	0.1131423299
531	0.1131246047
532	0.1130587806
533	0.1130145679
534	0.1129909448
535	0.1128935367
536	0.112865599
537	0.1128553088
538	0.1127242199
539	0.1127051937
540	0.1126922561
541	0.11268198
542	0.1126782345
543	0.1126782219
544	0.1126405004
545	0.1126404866
546	0.1126404742
547	0.1125486378
548	0.112542753
549	0.1124615046
550	0.1124320301
551	0.1124037323
552	0.1123741477
553	0.1123741353
554	0.1123669671
555	0.1123630941
556	0.1122703088
557	0.1121867385
558	0.1121867314
559	0.1121448309
560	0.1121448263
561	0.1121059518
562	0.1120903612
563	0.1119955505
564	0.1119076417
565	0.1118195908
566	0.1118195883
567	0.1117335586
568	0.1116593592
569	0.1116453001
570	0.1115785646
571	0.1115238479
572	0.1115022252
573	0.1114848147
574	0.1114125527
575	0.1113373104
576	0.1112632873
577	0.1111675124
578	0.1111001505
579	0.1110902663
580	0.111008112
581	0.1109963438
582	0.110864415
583	0.1108356391
584	0.110792428
585	0.1107180326
586	0.1106976624
587	0.1106399293
588	0.110637716
589	0.110559183
590	0.1104901845
591	0.1104860555
592	0.1103711828
593	0.1103552954
594	0.1102797481
595	0.1101951941
596	0.1101951823
597	0.1101951718
598	0.1101269988
599	0.1100780234
600	0.1100746028
601	0.1100745888
602	0.1099825865
603	0.109917655
604	0.1099176372
605	0.1099176211
606	0.1098966451
607	0.1098012213
608	0.1097247588
609	0.1096470764
610	0.109569861
611	0.1095618165
612	0.1095617997
613	0.1095488227
614	0.1095392934
615	0.1094527998
616	0.109367175
617	0.109277201
618	0.1092721205
619	0.1092070002
620	0.1090862555
621	0.1090799999
622	0.1090349585
623	0.1090130133
624	0.108929375
625	0.1089293648
626	0.1088311485
627	0.108753885
628	0.1086389123
629	0.1085729214
630	0.1085082386
631	0.1085003969
632	0.1084358196
633	0.1084122085
634	0.1083316062
635	0.1082604984
636	0.1082101501
637	0.108210137
638	0.1081092036
639	0.1080876052
640	0.1079426955
641	0.1078538789
642	0.1077280064
643	0.10769843
644	0.1075762203
645	0.1075173777
646	0.107415775
647	0.1073212999
648	0.1072268644
649	0.1071787505
650	0.1070974554
651	0.1070877451
652	0.1070400493
653	0.1069420323
654	0.1068756584
655	0.1068732175
656	0.1067936878
657	0.1067896213
658	0.1067080082
659	0.1066491029
660	0.1065644068
661	0.1065020899
662	0.1063999453
663	0.1063896279
664	0.1063678463
665	0.106353091
666	0.1062980895
667	0.106278796
668	0.1062787873
669	0.1062472861
670	0.1061770795
671	0.1061770711
672	0.1061400835
673	0.106112001
674	0.1060658051
675	0.1060293604
676	0.1060293554
677	0.1059826649
678	0.1059469182
679	0.1058702953
680	0.1058454147
681	0.1057280386
682	0.1056623481
683	0.1056596594
684	0.1056596423
685	0.105619617
686	0.1056123406
687	0.105612327
688	0.1056090152
689	0.1054912616
690	0.1054107854
691	0.1053816842
692	0.1053816663
693	0.1053657875
694	0.1053410213
695	0.1052815626
696	0.1052178109
697	0.1052177921
698	0.1051361238
699	0.1050857916
700	0.105071918
701	0.104980025
702	0.1049780298
703	0.104877144
704	0.1048166289
705	0.1047290948
706	0.1047290753
707	0.104592705
708	0.1045855569
709	0.1045831208
710	0.1045722484
711	0.1045701158
712	0.1045348779
713	0.104409959
714	0.1044099467
715	0.1043342714
716	0.1043233666
717	0.104308007
718	0.1042667777
719	0.104171224
720	0.1041055172
721	0.104061893
722	0.1039791788
723	0.1039226269
724	0.1038567887
725	0.1038476231
726	0.1038476069
727	0.1038443973
728	0.1038443842
729	0.1038420323
730	0.1038017846
731	0.1037760702
732	0.1037110329
733	0.1036539665
734	0.1035874778
735	0.1035789384
736	0.103510065
737	0.1034450662
738	0.1034209191
739	0.1033565889
740	0.1032766914
741	0.103251184
742	0.1032079683
743	0.1032015839
744	0.1031468062
745	0.1031358439
746	0.1030445709
747	0.1029804376
748	0.1029538362
749	0.1028743645
750	0.102874358
751	0.1028589823
752	0.1027997678
753	0.1027851673
754	0.1027440965
755	0.1027440927
756	0.1026732087
757	0.1026047262
758	0.1025723067
759	0.1025674663
760	0.1025674637
761	0.1025184864
762	0.1025131347
763	0.102492312
764	0.1024409643
765	0.1023959007
766	0.1023917678
767	0.1023575217
768	0.1023255918
769	0.1022764745
770	0.1022741537
771	0.10227415
772	0.1022741467
773	0.1022679679
774	0.1022679652
775	0.1022533258
776	0.1021698038
777	0.1020794431
778	0.1020539447
779	0.1020511
780	0.1020346263
781	0.1020184021
782	0.1020110483
783	0.1020001805
784	0.1019786264
785	0.1019689976
786	0.1019603808
787	0.1018796005
788	0.1017653895
789	0.1017515951
790	0.1016858737
791	0.1016595712
792	0.1016223764
793	0.1015532045
794	0.1015248946
795	0.1014671131
796	0.1013780633
797	0.1012604398
798	0.1012261351
799	0.1010833861
800	0.1009992555
801	0.1008937119
802	0.1008154533
803	0.1006858592
804	0.1006074658
805	0.1005898056
806	0.1004863249
807	0.1004834293
808	0.1003792757
809	0.1003769354
810	0.1003769306
811	0.1003769262
812	0.1003121808
813	0.1002909639
814	0.1002882481
815	0.1002103931
816	0.1002076735
817	0.1001874861
818	0.1001823346
819	0.1001095353
820	0.1000319609
821	0.1000065148
822	0.09996445349
823	0.09996444967
824	0.09994519052
825	0.09988780574
826	0.09987137437
827	0.09984571718
828	0.09975565276
829	0.099679235
830	0.09967923172
831	0.0996195141
832	0.09961950973
833	0.09961950581
834	0.09957973749
835	0.09951159158
836	0.09939064581
837	0.09939064288
838	0.09934528644
839	0.0993452833
840	0.09931906145
841	0.09931905859
842	0.09924841699
843	0.09924436091
844	0.09924435895
845	0.0992350371
846	0.09922216393
847	0.0992177893
848	0.09915398556
849	0.09915398382
850	0.09910685033
851	0.09905501436
852	0.09905501344
853	0.09899054145
854	0.09898907987
855	0.09898760162
856	0.09898679209
857	0.09898162105
858	0.09893414239
859	0.09893414167
860	0.09893063621
861	0.09890110718
862	0.09889894518
863	0.09886189198
864	0.09883184743
865	0.09871292115
866	0.09871175067
867	0.09864702637
868	0.09856167193
869	0.098469079
870	0.09843825965
871	0.09840104448
872	0.09838600743
873	0.09834870024
874	0.09830077093
875	0.09830076638
876	0.0983007623
877	0.09829351604
878	0.09824330822
879	0.09818414317
880	0.09811559909
881	0.09806074739
882	0.0980301786
883	0.09795672375
884	0.09790500211
885	0.09785966538
886	0.0978493123
887	0.09775467034
888	0.09772259225
889	0.09772258951
890	0.09763333364
891	0.09759794415
892	0.09754274948
893	0.09753897114
894	0.0975337234
895	0.09753031237
896	0.09744390962
897	0.09734343254
898	0.09733471823
899	0.09733471435
900	0.09722057394
901	0.09715885139
902	0.09710406338
903	0.09710406288
904	0.09706029139
905	0.09704638226
906	0.09699526733
907	0.09697968048
908	0.09689323784
909	0.09687289376
910	0.09686144838
911	0.09686144373
912	0.09686143957
913	0.09678568883
914	0.09673368785
915	0.09672972854
916	0.09672972441
917	0.09669131587
918	0.09666409354
919	0.09666185722
920	0.09661480501
921	0.09658985543
922	0.09653688699
923	0.09644478986
924	0.09644478741
925	0.09640725532
926	0.09640068903
927	0.09640068508
928	0.09639215198
929	0.09631609142
930	0.09623694523
931	0.09617815251
932	0.0961767236
933	0.09617671844
934	0.09612312795
935	0.09612312359
936	0.09611912317
937	0.09611911916
938	0.09609302117
939	0.09599701759
940	0.09599518233
941	0.09594611564
942	0.09594611205
943	0.09585804819
944	0.0957315539
945	0.09573154967
946	0.09571642953
947	0.09569678083
948	0.09560105257
949	0.09560104634
950	0.09560104074
951	0.09552846332
952	0.095463055
953	0.0954630498
954	0.09537726464
955	0.09537725869
956	0.09532520318
957	0.0952852263
958	0.09523644912
959	0.09515889268
960	0.09513596885
961	0.09510241797
962	0.09508326733
963	0.09501842416
964	0.09496854688
965	0.09489889957
966	0.09489698093
967	0.09487449879
968	0.09479388294
969	0.09476838116
970	0.09476837615
971	0.09471868097
972	0.09466066923
973	0.09466066523
974	0.09460500475
975	0.09451943548
976	0.09451742966
977	0.09444822977
978	0.0944127559
979	0.0943518393
980	0.09434820343
981	0.09431020077
982	0.09431019484
983	0.09428396364
984	0.09427881901
985	0.09427733041
986	0.09424844841
987	0.0941505337
988	0.09413178585
989	0.09407543748
990	0.09401617465
991	0.09396882012
992	0.09389682619
993	0.09389043357
994	0.09383145069
995	0.09378331349
996	0.09373246514
997	0.09369824316
998	0.09369824091
999	0.0936773033
